finding_url,repository,repository_url,title,description,severity,status,detected_at,committed_at,author_email,assignee_name,assignee_email,has_patch,configured_scan_id,commit_hash,relevant_paths,resolution_reason
https://chatgpt.com/codex/cloud/security/findings/3db1dd11b0548191993e920e471adfb2,cypherair/cypherair,https://github.com/cypherair/cypherair,Spoofed duplicate contacts bypass key-update warning,"The commit introduces `addedWithCandidate` for protected contact imports, but the import workflow treats that result exactly like a normal add. When an imported certificate has the same email or user ID as an existing contact but a different fingerprint, `performProtectedAddContact` creates a new identity, marks the key preferred if it is encryptable, persists it, and returns `addedWithCandidate`. `ContactImportWorkflow` discards the `ContactCandidateMatch` and calls success without showing the user that the new key appears to belong to an existing contact. The spoofed duplicate identity then participates in recipient resolution through `publicKeysForRecipientContactIDs`, so future encryption can target the attacker-controlled preferred key if the user selects the duplicate contact with the expected display name. This regresses the prior key-update warning/confirmation behavior for conflicting contact identities and creates a contact-impersonation/confidentiality risk through crafted QR/custom-URL/file public-key imports.",high,new,2026-05-29T04:54:32.005224Z,2026-05-08 12:13:19 -0700,262752927+cypherair@users.noreply.github.com,,,false,user-NU6QP4VPvrvYrlBloRd264B1:github-1162404522,c284c693d337259b13dd8cbe7be0ae8fd8eaa080,Sources/Services/ContactService.swift | Sources/App/Contacts/Import/ContactImportWorkflow.swift,
https://chatgpt.com/codex/cloud/security/findings/b2db20bd745c8191856cc218daacb19d,cypherair/cypherair,https://github.com/cypherair/cypherair,GH_TOKEN exposed to entire XCFramework build,"The new GH_TOKEN environment variable is scoped to the whole build-xcframework.sh step rather than only to the gh release list/download commands that need it. The build script then invokes cargo build and cargo run multiple times using env without removing inherited variables, so workspace code, build.rs scripts, proc macros, and dependency build scripts can read GH_TOKEN. In PR checks this exposes a read-only repository token to pull_request code; in the stable and edge release workflows the same pattern exposes a contents:write token during release builds. A malicious dependency build script or malicious code executed in an approved release build could exfiltrate the token and use it during its lifetime to access or modify repository/release contents. The token should be passed only to the gh download calls, or explicitly unset for all Cargo/build subprocesses.",high,new,2026-05-29T05:23:17.356722Z,2026-04-24 07:28:35 -0700,262752927+cypherair@users.noreply.github.com,,,false,user-NU6QP4VPvrvYrlBloRd264B1:github-1162404522,b6a2e89ed9524c086cfc7e08f5d05c7e02ece980,github/workflows/pr-checks.yml | github/workflows/stable-build-release.yml | github/workflows/xcframework-edge-release.yml | scripts/build_apple_arm64e_xcframework.sh,
https://chatgpt.com/codex/cloud/security/findings/893e12c4d22c8191afba18916328b86d,cypherair/cypherair,https://github.com/cypherair/cypherair,Release workflow runs arbitrary refs with write token,"The workflow_dispatch path accepts a free-form source_ref and checks it out before building. The job grants contents:write, id-token:write, and attestations:write globally. actions/checkout is used without persist-credentials: false, so the write-scoped GITHUB_TOKEN is persisted in the checkout for subsequent commands. The workflow then executes Cargo tests, the build script, xcodebuild, and Python scripts from the selected ref. A malicious ref can therefore run arbitrary code in a release job with write credentials, mint OIDC tokens, push tags/releases, or tamper with produced artifacts. For create_release=true, the workflow only validates the release tag's string format and project version, then creates/uploads assets using COMMIT_SHA from the checked-out source_ref. It does not verify that the checked-out commit is the commit pointed to by the stable release tag. This can allow malicious or accidental publication of stable release assets built from a different commit than the verified tag.",high,new,2026-05-29T05:35:06.098308Z,2026-04-19 19:00:59 -0700,262752927+cypherair@users.noreply.github.com,,,false,user-NU6QP4VPvrvYrlBloRd264B1:github-1162404522,e8192439504b798f12acc100ec291b09123dc453,github/workflows/stable-build-release.yml,
https://chatgpt.com/codex/cloud/security/findings/9b57feaa6750819185da3adea4e4b205,cypherair/cypherair,https://github.com/cypherair/cypherair,Rust audit does not gate release publication,"The commit adds `rust-dependency-audit` jobs to the release workflows, but the release-producing jobs do not declare `needs: rust-dependency-audit`. As a result, `publish-stable-release` and `publish-edge-release` can build, attest, tag, and publish assets even when `cargo audit --deny warnings` finds a vulnerable or yanked Rust dependency. The documentation explicitly notes that packaging and release jobs still run without depending on the audit. For an immutable stable release, this means known-vulnerable Rust code can be published before or despite the audit failure, leaving downstream users or release consumers with compromised artifacts unless a human notices and remediates after the fact. The release jobs should depend on the audit job, or the audit should run as an early step inside the release job before any asset creation, attestation, tag creation, or release upload.",medium,new,2026-05-29T04:54:52.170977Z,2026-05-09 18:50:09 -0700,262752927+cypherair@users.noreply.github.com,,,false,user-NU6QP4VPvrvYrlBloRd264B1:github-1162404522,35e173ff05db5b09c154f2d38442d3bf88e5ddb5,github/workflows/stable-build-release.yml | github/workflows/xcframework-edge-release.yml | docs/TESTING.md | docs/APP_RELEASE_PROCESS.md,
https://chatgpt.com/codex/cloud/security/findings/784c0115a134819188d3ebac0d5d8ac3,cypherair/cypherair,https://github.com/cypherair/cypherair,Untrusted certifications can mark contacts certified,"The new persistence flow treats `verification.status == .valid` as sufficient to create and save a certification artifact. However, the verification candidate set is `availableContacts + ownKeys`, which includes unverified contacts and can include the target certificate itself. A malicious contact can provide a certification signature from an untrusted key, or potentially an extracted self-certification from the target certificate, and the app can save it as a valid artifact. The projection logic then marks the target key as `certified` if any artifact has `validationStatus == .valid`, and the contact detail UI displays this as a green OpenPGP Certification state. This does not directly change manual fingerprint verification or recipient selection, but it creates persistent misleading trust metadata that can influence user decisions.",medium,new,2026-05-29T04:54:43.735871Z,2026-05-09 05:32:26 -0700,262752927+cypherair@users.noreply.github.com,,,false,user-NU6QP4VPvrvYrlBloRd264B1:github-1162404522,a7f800fb84669f0e20fc375551c400a1a37a9fbc,Sources/Services/CertificateSignatureService.swift | Sources/Services/ContactSnapshotMutator.swift | Sources/App/Contacts/ContactKeySummaryView.swift | Sources/App/Contacts/ContactDetailView.swift,
https://chatgpt.com/codex/cloud/security/findings/9fd5a847678881918e0eea9cbdfc2e77,cypherair/cypherair,https://github.com/cypherair/cypherair,TOCTOU can delete active protected-data root secret,"The commit introduces ProtectedDataFirstDomainSharedRightCleaner and wires it into first protected-domain bootstrap/migration paths. The cleaner decides whether a shared right is orphaned from a caller-supplied registry snapshot and then checks only for non-registry artifacts before deleting the persisted shared right. It does not re-load the registry immediately before deletion and does not run under the registry mutation gate. A concurrent first-domain creation can persist the root secret before staging artifacts. During that window, another caller that loaded an earlier empty registry can see the newly persisted root secret, see no artifacts yet, and delete it as if it were orphaned. The concurrent transaction can then finish and commit domain membership with artifacts encrypted under a root secret that no longer exists, making protected settings/private-key-control data unrecoverable until reset. The cleanup should be serialized with registry mutations or should re-check the current registry state immediately before deletion and abort if any pending mutation or committed membership is present.",medium,new,2026-05-29T05:10:25.656374Z,2026-04-27 05:04:55 -0700,262752927+cypherair@users.noreply.github.com,,,false,user-NU6QP4VPvrvYrlBloRd264B1:github-1162404522,de11a3192a18cfbdae07a2ff061da99416e98764,Sources/Security/ProtectedData/ProtectedDataFirstDomainSharedRightCleaner.swift | Sources/Security/ProtectedData/PrivateKeyControlStore.swift | Sources/Security/ProtectedData/ProtectedDomainRecoveryCoordinator.swift | Sources/Security/ProtectedData/ProtectedDataRegistryStore.swift | Sources/Security/ProtectedData/ProtectedDataSessionCoordinator.swift,
https://chatgpt.com/codex/cloud/security/findings/be6dc440a494819194638fde5dcd7663,cypherair/cypherair,https://github.com/cypherair/cypherair,Local reset fails open when authentication is unavailable,"SettingsScreenModel.confirmLocalDataReset gates authentication with authManager.canEvaluate(appSessionPolicy:). When canEvaluate returns false, for example because biometrics-only app protection is unavailable/locked out or device-owner authentication is unavailable, the if block is skipped and localDataResetService.resetAllLocalData() is still called. The reset service then deletes CypherAir keychain items, the protected-data root secret, protected storage, contacts, defaults, and temporary artifacts. This is a fail-open authentication decision for a destructive security-sensitive operation; an attacker with local access to the app/settings UI in an authentication-unavailable state can wipe private keys and protected app data without satisfying the configured authentication policy.",medium,new,2026-05-29T05:18:52.285135Z,2026-04-25 18:08:15 -0700,262752927+cypherair@users.noreply.github.com,,,false,user-NU6QP4VPvrvYrlBloRd264B1:github-1162404522,7eb59ab9c7a7ac29da4cb76181e1f4023b8bba69,Sources/App/Settings/SettingsScreenModel.swift | Sources/App/Settings/LocalDataResetService.swift,
https://chatgpt.com/codex/cloud/security/findings/daf3bd3399248191900565067b6785ae,cypherair/cypherair,https://github.com/cypherair/cypherair,Stale operation prompt generation can disable privacy blur,"The commit increments a global operation authentication generation when an operation prompt begins, but the privacy lifecycle gate only observes that generation from later lifecycle callbacks. When the gate first sees a newer generation, it unconditionally arms suppression. If an operation authentication prompt completes without producing a lifecycle notification that the gate observes, or if a genuine resign/inactive notification is the first later callback, the real focus-loss event is suppressed. On macOS, the didResignActive handler then returns before calling handleSceneDidResignActive(), so the privacy screen is not blurred; the following didBecomeActive can also be consumed without running handleResume(). This can leave sensitive decrypted/signing/contact UI visible and avoid the expected relock/reauthentication behavior after the user switches away from the app.",medium,new,2026-05-29T05:23:28.654912Z,2026-04-22 19:53:56 -0700,262752927+cypherair@users.noreply.github.com,,,false,user-NU6QP4VPvrvYrlBloRd264B1:github-1162404522,654174d94c9d3661511963cb62488fcab7ce2c3e,Sources/Security/AuthenticationPromptCoordinator.swift | Sources/App/Common/PrivacyScreenLifecycleGate.swift | Sources/App/Common/PrivacyScreenModifier.swift | Sources/Security/ProtectedData/AppSessionOrchestrator.swift,
https://chatgpt.com/codex/cloud/security/findings/e2433b9357a48191b7ea3c939cad1a4d,cypherair/cypherair,https://github.com/cypherair/cypherair,Post-auth warm-up can clear background privacy blur,"The new lifecycle path correctly sets the privacy screen when iOS enters `.background`, even during an authentication prompt. However, `handleResume` now awaits `runPostAuthenticationWarmUpIfNeeded()` after a successful privacy authentication and then always sets `isPrivacyScreenBlurred = false`. The warm-up is wired to `ProtectedSettingsHost.warmUpAfterAppUnlock()`, which can open protected settings and may invoke protected-data authorization. If the user backgrounds the app while this warm-up is pending or being cancelled, `handleSceneDidEnterBackground()` sets the blur to true, but the still-running `handleResume` task later resumes, swallows any warm-up error, and clears the blur without checking whether the app is still foreground-active. This creates a race where sensitive content can be visible in the multitasking switcher/background snapshot. The fix should track current foreground/background state or a scene generation and only clear the blur when the app is active; alternatively cancel/skip warm-up on background and keep the privacy screen set until a foreground resume completes.",medium,new,2026-05-29T05:25:39.421904Z,2026-04-22 17:25:33 -0700,262752927+cypherair@users.noreply.github.com,,,false,user-NU6QP4VPvrvYrlBloRd264B1:github-1162404522,0804457ff93f4987a870e878e1641ee85fb48e78,Sources/App/Common/PrivacyScreenModifier.swift | Sources/Security/ProtectedData/AppSessionOrchestrator.swift | Sources/App/CypherAirApp.swift | Sources/App/Settings/ProtectedSettingsHost.swift,
https://chatgpt.com/codex/cloud/security/findings/6d4198b21e5c8191a5d7d8339a3d6484,cypherair/cypherair,https://github.com/cypherair/cypherair,Unescaped source ref in release verification command,"The workflow now permits non-main manual drill releases and records RELEASE_SOURCE_REF directly from GITHUB_REF. That ref is later embedded verbatim inside a double-quoted shell command in release-notes.md: `--source-ref ""$RELEASE_SOURCE_REF""`. Git ref names can contain shell metacharacters such as double quotes, backticks, dollar signs, and command-substitution syntax. For example, a drill branch named with `$(...)` or an embedded quote/semicolon sequence can cause the rendered verification command in the official GitHub release notes to execute attacker-controlled commands when a developer copies the documented verification block. The workflow validates release_tag_prefix, but it does not validate or shell-escape RELEASE_SOURCE_REF before placing it in a shell command or JSON metadata. The safer pattern is to either restrict accepted drill refs to a conservative character set or render the command using robust shell quoting, e.g. generate escaped arguments with `printf '%q'`, and generate JSON with `jq` rather than raw heredocs.",medium,new,2026-05-29T05:38:27.700413Z,2026-04-19 12:17:59 -0700,262752927+cypherair@users.noreply.github.com,,,false,user-NU6QP4VPvrvYrlBloRd264B1:github-1162404522,e6f725222f3cac240eaba32658163a3db254dd38,github/workflows/xcframework-edge-release.yml,
